,TimeStamp,30 Температура масла в магистрали общей откачки (поз. Тм),31 Температура слива масла из опоры турбины (поз. Т606),32 Температура масла на входе в двигатель за фильтром (поз. Т607),33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг),34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм),35 Давление масла в магистрали общей откачки (поз. Р615),36 Давление за ОК Pk1,37 Давление за ОК Pk2,38 Давление топливного газа перед дозаторами (поз. Pтг1.1),39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1),40 Вибрация корпуса силовой турбины (гориз.) (поз. В2),"41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ)",42 Контроль управления дозатором газа ДГ ,43 Частота вращения РНД (Расчетная),44 Частота вращения РВД (Расчетная),45 Частота вращения РСТ (Расчетная),46 Температура воздуха на входе в газогенератор (Расчетная),47 Давление воздуха за компрессором (Расчетная),48 Частота вращения РНД приведенная,49 Частота вращения РВД приведенная,50 Температура газов за ТНД максимальная (Расчетная),51 Положение лопаток НА КВД. (поз. A2),52 Положение КПВ (поз. A3)
2556,51134,28.771,34.202,39.027,12.472,282.608,156.07,163.941,168.196,2915.315,2.378,2.119,10.805,10.907,3470.123,8729.725,1214.279,-22.97,166.069,3723.185,9366.349,378.828,7.631,7.013
2557,51155,28.809,34.221,39.028,12.477,282.612,155.761,162.859,165.801,2951.134,2.38,2.117,10.805,10.903,3470.123,8729.725,1214.279,-22.97,166.069,3723.185,9366.349,378.828,7.681,7.019
2558,51175,28.809,34.23,39.028,12.477,282.612,155.761,162.859,165.801,2969.043,2.38,2.117,10.805,10.903,3470.326,8730.326,1214.283,-22.97,164.33,3723.185,9366.349,378.728,7.681,7.019
2559,51194,28.809,34.235,39.028,12.477,282.612,155.761,162.859,165.801,2977.997,2.38,2.117,10.805,10.903,3470.326,8730.326,1214.283,-22.97,164.33,3723.403,9366.994,378.678,7.681,7.019
2560,51212,28.809,34.237,39.028,12.477,282.612,155.761,162.859,165.801,2982.475,2.38,2.117,10.805,10.903,3470.326,8730.326,1214.283,-22.97,164.33,3723.403,9366.994,378.653,7.681,7.019
2561,51233,28.809,34.238,39.028,12.477,282.612,155.761,162.859,165.801,2984.713,2.38,2.117,10.805,10.903,3470.326,8730.326,1214.283,-22.97,164.33,3723.403,9366.994,378.64,7.681,7.019
2562,51254,28.828,34.258,39.064,12.48,282.633,155.448,166.569,166.96,2997.458,2.385,2.126,10.805,10.91,3470.326,8730.326,1214.283,-22.97,164.33,3723.403,9366.994,378.634,7.628,6.944
2563,51274,28.828,34.268,39.064,12.48,282.633,155.448,166.569,166.96,3003.831,2.385,2.126,10.805,10.91,3471.456,8729.949,1214.295,-22.97,166.764,3723.403,9366.994,378.631,7.628,6.944
2564,51295,28.828,34.272,39.064,12.48,282.633,155.448,166.569,166.96,3007.017,2.385,2.126,10.805,10.91,3471.456,8729.949,1214.295,-22.97,166.764,3724.616,9366.59,378.629,7.628,6.944
2565,51315,28.828,34.275,39.064,12.48,282.633,155.448,166.569,166.96,3008.61,2.385,2.126,10.805,10.91,3471.456,8729.949,1214.295,-22.97,166.764,3724.616,9366.59,378.628,7.628,6.944
2566,51334,28.828,34.276,39.064,12.48,282.633,155.448,166.569,166.96,3009.407,2.385,2.126,10.805,10.91,3471.456,8729.949,1214.295,-22.97,166.764,3724.616,9366.59,378.628,7.628,6.944
2567,51352,28.838,34.286,39.082,12.481,282.653,155.672,164.327,164.874,2997.747,2.392,2.119,10.808,10.91,3471.456,8729.949,1214.295,-22.97,166.764,3724.616,9366.59,378.628,7.603,7.072
2568,51372,28.838,34.291,39.082,12.481,282.653,155.672,164.327,164.874,2991.917,2.392,2.119,10.808,10.91,3470.927,8730.066,1214.307,-22.964,164.601,3724.616,9366.59,378.628,7.603,7.072
2569,51396,28.838,34.294,39.082,12.481,282.653,155.672,164.327,164.874,2989.001,2.392,2.119,10.808,10.91,3470.927,8730.066,1214.307,-22.961,164.601,3724.005,9366.606,378.628,7.603,7.072
2570,51415,28.838,34.295,39.082,12.481,282.653,155.672,164.327,164.874,2987.544,2.392,2.119,10.808,10.91,3470.927,8730.066,1214.307,-22.96,164.601,3723.983,9366.552,378.628,7.603,7.072
2571,51435,28.838,34.295,39.082,12.481,282.653,155.672,164.327,164.874,2986.815,2.392,2.119,10.808,10.91,3470.927,8730.066,1214.307,-22.959,164.601,3723.972,9366.524,378.628,7.603,7.072
2572,51452,28.866,34.308,39.091,12.458,282.691,156.424,164.018,166.574,2951.883,2.39,2.117,10.805,10.863,3470.927,8730.066,1214.307,-22.959,164.601,3723.967,9366.511,378.628,7.603,6.941
2573,51475,28.866,34.315,39.091,12.458,282.691,156.424,164.018,166.574,2934.417,2.39,2.117,10.805,10.863,3469.883,8730.04,1214.307,-22.958,165.296,3723.964,9366.504,378.628,7.603,6.941
2574,51492,28.866,34.318,39.091,12.458,282.691,156.424,164.018,166.574,2925.683,2.39,2.117,10.805,10.863,3469.883,8730.04,1214.307,-22.958,165.296,3722.842,9366.472,378.628,7.603,6.941
2575,51512,28.866,34.32,39.091,12.458,282.691,156.424,164.018,166.574,2921.317,2.39,2.117,10.805,10.863,3469.883,8730.04,1214.307,-22.958,165.296,3722.842,9366.471,378.628,7.603,6.941
2576,51535,28.866,34.32,39.091,12.458,282.691,156.424,164.018,166.574,2919.134,2.39,2.117,10.805,10.863,3469.883,8730.04,1214.307,-22.958,165.296,3722.841,9366.47,378.628,7.603,6.941
2577,51554,28.88,34.333,39.095,12.446,282.737,156.985,164.018,166.033,2928.369,2.39,2.117,10.805,10.863,3469.883,8730.04,1214.307,-22.958,165.296,3722.841,9366.47,378.628,7.656,6.916
2578,51575,28.88,34.34,39.095,12.446,282.737,156.985,164.018,166.033,2932.987,2.39,2.117,10.805,10.863,3469.793,8729.716,1214.294,-22.97,165.026,3722.841,9366.47,378.602,7.656,6.916
2579,51592,28.88,34.343,39.095,12.446,282.737,156.985,164.018,166.033,2935.295,2.39,2.117,10.805,10.863,3469.793,8729.716,1214.294,-22.976,165.026,3722.832,9366.34,378.59,7.656,6.916
2580,51612,28.88,34.345,39.095,12.446,282.737,156.985,164.018,166.033,2936.45,2.39,2.117,10.805,10.863,3469.793,8729.716,1214.294,-22.979,165.026,3722.875,9366.447,378.583,7.656,6.916
2581,51635,28.88,34.346,39.095,12.446,282.737,156.985,164.018,166.033,2937.027,2.39,2.117,10.805,10.863,3469.793,8729.716,1214.294,-22.98,165.026,3722.896,9366.502,378.58,7.656,6.916
2582,51652,28.887,34.365,39.109,12.441,282.807,156.932,166.337,165.415,2944.489,2.387,2.119,10.805,10.907,3469.793,8729.716,1214.294,-22.981,165.026,3722.907,9366.53,378.579,7.761,6.919
2583,51675,28.887,34.374,39.109,12.441,282.807,156.932,166.337,165.415,2948.22,2.387,2.119,10.805,10.907,3471.17,8729.145,1214.286,-22.981,165.876,3722.913,9366.543,378.603,7.761,6.919
2584,51692,28.887,34.379,39.109,12.441,282.807,156.932,166.337,165.415,2950.085,2.387,2.119,10.805,10.907,3471.17,8729.145,1214.286,-22.981,165.876,3724.392,9365.937,378.615,7.761,6.919
2585,51713,28.887,34.382,39.109,12.441,282.807,156.932,166.337,165.415,2951.018,2.387,2.119,10.805,10.907,3471.17,8729.145,1214.286,-22.981,165.876,3724.393,9365.939,378.621,7.761,6.919
2586,51732,28.887,34.383,39.109,12.441,282.807,156.932,166.337,165.415,2951.484,2.387,2.119,10.805,10.907,3471.17,8729.145,1214.286,-22.981,165.876,3724.394,9365.942,378.624,7.761,6.919
2587,51752,28.926,34.393,39.116,12.438,282.869,156.414,163.786,167.656,2949.801,2.39,2.121,10.808,10.903,3471.17,8729.145,1214.286,-22.981,165.876,3724.395,9365.943,378.626,7.656,6.916
2588,51772,28.926,34.398,39.116,12.438,282.869,156.414,163.786,167.656,2948.959,2.39,2.121,10.808,10.903,3469.305,8729.482,1214.289,-22.993,165.721,3724.395,9365.943,378.618,7.656,6.916
2589,51795,28.926,34.4,39.116,12.438,282.869,156.414,163.786,167.656,2948.538,2.39,2.121,10.808,10.903,3469.305,8729.482,1214.289,-22.999,165.721,3722.48,9366.524,378.614,7.656,6.916
2590,51813,28.926,34.402,39.116,12.438,282.869,156.414,163.786,167.656,2948.328,2.39,2.121,10.808,10.903,3469.305,8729.482,1214.289,-23.002,165.721,3722.524,9366.633,378.612,7.656,6.916
2591,51835,28.926,34.402,39.116,12.438,282.869,156.414,163.786,167.656,2948.222,2.39,2.121,10.808,10.903,3469.305,8729.482,1214.289,-23.003,165.721,3722.545,9366.688,378.612,7.656,6.916
2592,51852,28.945,34.421,39.12,12.436,282.919,156.47,165.332,164.797,2965.608,2.39,2.119,10.805,10.907,3469.305,8729.482,1214.289,-23.004,165.721,3722.556,9366.715,378.611,7.684,6.991
2593,51872,28.945,34.431,39.12,12.436,282.919,156.47,165.332,164.797,2974.301,2.39,2.119,10.805,10.907,3468.899,8729.664,1214.318,-23.004,165.065,3722.561,9366.728,378.611,7.684,6.991
2594,51892,28.945,34.436,39.12,12.436,282.919,156.47,165.332,164.797,2978.648,2.39,2.119,10.805,10.907,3468.899,8729.664,1214.318,-23.005,165.065,3722.129,9366.931,378.611,7.684,6.991
2595,51912,28.945,34.438,39.12,12.436,282.919,156.47,165.332,164.797,2980.821,2.39,2.119,10.805,10.907,3468.899,8729.664,1214.318,-23.005,165.065,3722.131,9366.934,378.611,7.684,6.991
2596,51934,28.945,34.439,39.12,12.436,282.919,156.47,165.332,164.797,2981.907,2.39,2.119,10.805,10.907,3468.899,8729.664,1214.318,-23.005,165.065,3722.131,9366.936,378.611,7.684,6.991
2597,51954,28.955,34.44,39.133,12.436,282.898,156.786,165.332,164.797,2982.451,2.39,2.119,10.805,10.907,3468.899,8729.664,1214.318,-23.005,165.065,3722.132,9366.937,378.611,7.684,6.991
2598,51972,28.955,34.44,39.133,12.436,282.898,156.786,161.467,167.965,2973.941,2.385,2.117,10.802,10.91,3468.899,8729.664,1214.318,-23.005,165.065,3722.132,9366.937,378.611,7.603,7.122
2599,51995,28.955,34.44,39.133,12.436,282.898,156.786,161.467,167.965,2969.687,2.385,2.117,10.802,10.91,3471.447,8730.04,1214.379,-23.005,164.716,3722.132,9366.937,378.611,7.603,7.122
2600,52014,28.955,34.44,39.133,12.436,282.898,156.786,161.467,167.965,2967.559,2.385,2.117,10.802,10.91,3471.447,8730.04,1214.379,-23.005,164.716,3724.866,9367.341,378.611,7.603,7.122
2601,52035,28.955,34.44,39.133,12.436,282.898,156.786,161.467,167.965,2966.496,2.385,2.117,10.802,10.91,3471.447,8730.04,1214.379,-23.005,164.716,3724.866,9367.341,378.611,7.603,7.122
2602,52055,28.995,34.441,39.14,12.435,282.859,156.582,166.491,166.728,2960.893,2.397,2.114,10.805,10.907,3471.447,8730.04,1214.379,-23.005,164.716,3724.866,9367.341,378.611,7.55,7.044
2603,52072,28.995,34.441,39.14,12.435,282.859,156.582,166.491,166.728,2958.092,2.397,2.114,10.805,10.907,3468.731,8730.287,1214.431,-23.005,166.61,3724.866,9367.341,378.611,7.55,7.044
2604,52092,28.995,34.441,39.14,12.435,282.859,156.582,166.491,166.728,2956.691,2.397,2.114,10.805,10.907,3468.731,8730.287,1214.431,-23.011,166.61,3721.951,9367.606,378.619,7.55,7.044
2605,52112,28.995,34.441,39.14,12.435,282.859,156.582,166.491,166.728,2955.991,2.397,2.114,10.805,10.907,3468.731,8730.287,1214.431,-23.013,166.61,3721.994,9367.714,378.623,7.55,7.044
2606,52135,28.995,34.441,39.14,12.435,282.859,156.582,166.491,166.728,2955.641,2.397,2.114,10.805,10.907,3468.731,8730.287,1214.431,-23.015,166.61,3722.016,9367.77,378.625,7.55,7.044
2607,52152,29.015,34.444,39.144,12.435,282.812,156.489,163.786,166.96,2961.402,2.399,2.112,10.808,10.903,3468.731,8730.287,1214.431,-23.016,166.61,3722.027,9367.797,378.626,7.547,7.097
2608,52172,29.015,34.445,39.144,12.435,282.812,156.489,163.786,166.96,2964.283,2.399,2.112,10.808,10.903,3471.013,8729.897,1214.471,-23.016,165.373,3722.032,9367.81,378.627,7.547,7.097
2609,52195,29.015,34.446,39.144,12.435,282.812,156.489,163.786,166.96,2965.723,2.399,2.112,10.808,10.903,3471.013,8729.897,1214.471,-23.022,165.373,3724.483,9367.398,378.627,7.547,7.097
2610,52212,29.015,34.446,39.144,12.435,282.812,156.489,163.786,166.96,2966.443,2.399,2.112,10.808,10.903,3471.013,8729.897,1214.471,-23.025,165.373,3724.528,9367.511,378.627,7.547,7.097
2611,52232,29.015,34.447,39.144,12.435,282.812,156.489,163.786,166.96,2966.803,2.399,2.112,10.808,10.903,3471.013,8729.897,1214.471,-23.026,165.373,3724.55,9367.566,378.627,7.547,7.097
2612,52255,29.025,34.447,39.157,12.435,282.807,157.194,163.786,166.96,2966.983,2.399,2.112,10.808,10.903,3471.013,8729.897,1214.471,-23.027,165.373,3724.562,9367.595,378.627,7.547,7.097
2613,52276,29.025,34.459,39.157,12.435,282.807,157.194,164.946,165.183,2991.252,2.402,2.119,10.808,10.907,3471.013,8729.897,1214.471,-23.028,165.373,3724.567,9367.608,378.627,7.547,6.994
2614,52292,29.025,34.466,39.157,12.435,282.807,157.194,164.946,165.183,3003.387,2.402,2.119,10.808,10.907,3467.811,8730.43,1214.488,-23.028,165.064,3724.57,9367.615,378.644,7.547,6.994
2615,52312,29.025,34.469,39.157,12.435,282.807,157.194,164.946,165.183,3009.455,2.402,2.119,10.808,10.907,3467.811,8730.43,1214.488,-23.028,165.064,3721.136,9368.19,378.652,7.547,6.994
2616,52335,29.025,34.47,39.157,12.435,282.807,157.194,164.946,165.183,3012.488,2.402,2.119,10.808,10.907,3467.811,8730.43,1214.488,-23.028,165.064,3721.136,9368.193,378.657,7.547,6.994
2617,52355,29.054,34.471,39.164,12.423,282.805,158.242,164.946,165.183,3014.005,2.402,2.119,10.808,10.907,3467.811,8730.43,1214.488,-23.028,165.064,3721.137,9368.194,378.659,7.547,6.994
2618,52372,29.054,34.487,39.164,12.423,282.805,158.242,165.255,168.119,2980.01,2.409,2.121,10.802,10.91,3467.811,8730.43,1214.488,-23.028,165.064,3721.137,9368.194,378.66,7.709,6.991
2619,52394,29.054,34.495,39.164,12.423,282.805,158.242,165.255,168.119,2963.012,2.409,2.121,10.802,10.91,3471.487,8730.352,1214.504,-23.028,166.687,3721.137,9368.194,378.694,7.709,6.991
2620,52415,29.054,34.499,39.164,12.423,282.805,158.242,165.255,168.119,2954.513,2.409,2.121,10.802,10.91,3471.487,8730.352,1214.504,-23.028,166.687,3725.082,9368.11,378.711,7.709,6.991
2621,52432,29.054,34.501,39.164,12.423,282.805,158.242,165.255,168.119,2950.264,2.409,2.121,10.802,10.91,3471.487,8730.352,1214.504,-23.028,166.687,3725.082,9368.11,378.719,7.709,6.991
2622,52452,29.068,34.502,39.167,12.417,282.785,159.016,165.255,168.119,2948.139,2.409,2.121,10.802,10.91,3471.487,8730.352,1214.504,-23.028,166.687,3725.082,9368.11,378.723,7.709,6.991
2623,52473,29.068,34.509,39.167,12.417,282.785,159.016,167.11,167.733,2975.337,2.416,2.112,10.805,10.866,3471.487,8730.352,1214.504,-23.028,166.687,3725.082,9368.11,378.725,7.519,6.947
2624,52494,29.068,34.512,39.167,12.417,282.785,159.016,167.11,167.733,2988.937,2.416,2.112,10.805,10.866,3470.229,8730.689,1214.545,-23.028,167.421,3725.082,9368.11,378.726,7.519,6.947
2625,52514,29.068,34.514,39.167,12.417,282.785,159.016,167.11,167.733,2995.736,2.416,2.112,10.805,10.866,3470.229,8730.689,1214.545,-23.028,167.421,3723.732,9368.473,378.727,7.519,6.947
2626,52533,29.068,34.515,39.167,12.417,282.785,159.016,167.11,167.733,2999.136,2.416,2.112,10.805,10.866,3470.229,8730.689,1214.545,-23.028,167.421,3723.732,9368.473,378.727,7.519,6.947
2627,52554,29.075,34.515,39.181,12.414,282.738,159.449,167.11,167.733,3000.835,2.416,2.112,10.805,10.866,3470.229,8730.689,1214.545,-23.028,167.421,3723.732,9368.473,378.727,7.519,6.947
2628,52574,29.075,34.535,39.181,12.414,282.738,159.449,167.419,166.033,3000.263,2.413,2.114,10.808,10.86,3470.229,8730.689,1214.545,-23.028,167.421,3723.732,9368.473,378.727,7.678,6.972
2629,52593,29.075,34.544,39.181,12.414,282.738,159.449,167.419,166.033,2999.977,2.413,2.114,10.808,10.86,3471.742,8731.014,1214.624,-23.022,166.726,3723.732,9368.473,378.728,7.678,6.972
2630,52614,29.075,34.549,39.181,12.414,282.738,159.449,167.419,166.033,2999.834,2.413,2.114,10.808,10.86,3471.742,8731.014,1214.624,-23.019,166.726,3725.312,9368.713,378.728,7.678,6.972
2631,52633,29.126,34.551,39.188,12.401,282.724,159.768,167.419,166.033,2999.762,2.413,2.114,10.808,10.86,3471.742,8731.014,1214.624,-23.018,166.726,3725.29,9368.657,378.728,7.678,6.972
2632,52653,29.126,34.552,39.188,12.401,282.724,159.768,167.419,166.033,2999.727,2.413,2.114,10.808,10.86,3471.742,8731.014,1214.624,-23.017,166.726,3725.28,9368.63,378.728,7.678,6.972
2633,52673,29.126,34.566,39.188,12.401,282.724,159.768,164.095,165.801,2990.557,2.423,2.11,10.808,10.869,3471.742,8731.014,1214.624,-23.017,166.726,3725.274,9368.616,378.728,7.631,6.983
2634,52693,29.126,34.572,39.188,12.401,282.724,159.768,164.095,165.801,2985.972,2.423,2.11,10.808,10.869,3469.995,8731.754,1214.72,-23.017,164.948,3725.271,9368.609,378.744,7.631,6.983
2635,52714,29.126,34.575,39.188,12.401,282.724,159.768,164.095,165.801,2983.679,2.423,2.11,10.808,10.869,3469.995,8731.754,1214.72,-23.016,164.948,3723.396,9369.4,378.753,7.631,6.983
2636,52733,29.151,34.577,39.191,12.394,282.717,159.834,164.095,165.801,2982.533,2.423,2.11,10.808,10.869,3469.995,8731.754,1214.72,-23.016,164.948,3723.396,9369.399,378.757,7.631,6.983
2637,52754,29.151,34.578,39.191,12.394,282.717,159.834,164.095,165.801,2981.959,2.423,2.11,10.808,10.869,3469.995,8731.754,1214.72,-23.016,164.948,3723.395,9369.398,378.759,7.631,6.983
2638,52773,29.151,34.594,39.191,12.394,282.717,159.834,164.868,169.046,2968.687,2.427,2.124,10.808,10.873,3469.995,8731.754,1214.72,-23.016,164.948,3723.395,9369.397,378.76,7.681,7.049
2639,52793,29.151,34.602,39.191,12.394,282.717,159.834,164.868,169.046,2962.05,2.427,2.124,10.808,10.873,3472.712,8732.039,1214.816,-23.016,166.957,3723.395,9369.397,378.794,7.681,7.049
2640,52814,29.151,34.606,39.191,12.394,282.717,159.834,164.868,169.046,2958.732,2.427,2.124,10.808,10.873,3472.712,8732.039,1214.816,-23.016,166.957,3726.31,9369.703,378.812,7.681,7.049
2641,52833,29.151,34.608,39.191,12.394,282.717,159.834,164.868,169.046,2957.073,2.427,2.124,10.808,10.873,3472.712,8732.039,1214.816,-23.016,166.957,3726.31,9369.703,378.82,7.681,7.049
2642,52852,29.164,34.609,39.228,12.391,282.732,159.367,164.868,169.046,2956.244,2.427,2.124,10.808,10.873,3472.712,8732.039,1214.816,-23.016,166.957,3726.31,9369.703,378.824,7.681,7.049
2643,52872,29.164,34.619,39.228,12.391,282.732,159.367,162.549,167.347,2947.914,2.43,2.126,10.808,10.866,3472.712,8732.039,1214.816,-23.016,166.957,3726.31,9369.703,378.827,7.517,6.994
2644,52892,29.164,34.624,39.228,12.391,282.732,159.367,162.549,167.347,2943.749,2.43,2.126,10.808,10.866,3470.317,8732.845,1214.888,-23.016,164.948,3726.31,9369.703,378.844,7.517,6.994
2645,52912,29.164,34.626,39.228,12.391,282.732,159.367,162.549,167.347,2941.666,2.43,2.126,10.808,10.866,3470.317,8732.845,1214.888,-23.016,164.948,3723.74,9370.568,378.853,7.517,6.994
2646,52932,29.194,34.628,39.247,12.389,282.786,158.373,162.549,167.347,2940.625,2.43,2.126,10.808,10.866,3470.317,8732.845,1214.888,-23.016,164.948,3723.74,9370.568,378.858,7.517,6.994
2647,52953,29.194,34.628,39.247,12.389,282.786,158.373,162.549,167.347,2940.625,2.43,2.126,10.808,10.866,3470.317,8732.845,1214.888,-23.016,164.948,3723.74,9370.568,378.858,7.517,6.994
2648,52972,29.194,34.628,39.247,12.389,282.786,158.373,162.549,167.347,2940.104,2.43,2.126,10.808,10.866,3470.317,8732.845,1214.888,-23.016,164.948,3723.74,9370.568,378.86,7.517,6.994
2649,52993,29.194,34.644,39.247,12.389,282.786,158.373,166.414,165.57,2957.839,2.43,2.126,10.805,10.869,3470.317,8732.845,1214.888,-23.016,164.948,3723.74,9370.568,378.861,7.628,6.969
2650,53014,29.194,34.652,39.247,12.389,282.786,158.373,166.414,165.57,2966.706,2.43,2.126,10.805,10.869,3471.983,8732.556,1214.941,-23.022,165.992,3723.74,9370.568,378.845,7.628,6.969
2651,53033,29.194,34.656,39.247,12.389,282.786,158.373,166.414,165.57,2971.14,2.43,2.126,10.805,10.869,3471.983,8732.556,1214.941,-23.025,165.992,3725.571,9370.367,378.837,7.628,6.969
2652,53052,29.209,34.658,39.256,12.389,282.822,157.181,166.414,165.57,2973.356,2.43,2.126,10.805,10.869,3471.983,8732.556,1214.941,-23.027,165.992,3725.592,9370.421,378.833,7.628,6.969
2653,53072,29.209,34.672,39.256,12.389,282.822,157.181,164.559,168.351,2968.899,2.432,2.128,10.805,10.882,3471.983,8732.556,1214.941,-23.027,165.992,3725.603,9370.448,378.831,7.672,6.941
2654,53093,29.209,34.679,39.256,12.389,282.822,157.181,164.559,168.351,2966.671,2.432,2.128,10.805,10.882,3472.051,8732.659,1214.975,-23.028,166.455,3725.608,9370.462,378.83,7.672,6.941
2655,53114,29.209,34.682,39.256,12.389,282.822,157.181,164.559,168.351,2965.557,2.432,2.128,10.805,10.882,3472.051,8732.659,1214.975,-23.028,166.455,3725.685,9370.58,378.829,7.672,6.941
2656,53133,29.209,34.684,39.256,12.389,282.822,157.181,164.559,168.351,2965.0,2.432,2.128,10.805,10.882,3472.051,8732.659,1214.975,-23.028,166.455,3725.686,9370.583,378.829,7.672,6.941
2657,53154,29.216,34.685,39.261,12.388,282.821,156.131,164.559,168.351,2964.721,2.432,2.128,10.805,10.882,3472.051,8732.659,1214.975,-23.028,166.455,3725.687,9370.585,378.829,7.672,6.941
2658,53172,29.216,34.688,39.261,12.388,282.821,156.131,163.786,168.505,2996.986,2.435,2.126,10.808,10.876,3472.051,8732.659,1214.975,-23.028,166.455,3725.687,9370.586,378.829,7.628,7.019
2659,53192,29.216,34.69,39.261,12.388,282.821,156.131,163.786,168.505,3013.118,2.435,2.126,10.808,10.876,3472.087,8733.286,1215.045,-23.028,166.146,3725.687,9370.586,378.829,7.628,7.019
2660,53212,29.216,34.691,39.261,12.388,282.821,156.131,163.786,168.505,3021.184,2.435,2.126,10.808,10.876,3472.087,8733.286,1215.045,-23.028,166.146,3725.725,9371.259,378.829,7.628,7.019
2661,53232,29.216,34.691,39.261,12.388,282.821,156.131,163.786,168.505,3025.217,2.435,2.126,10.808,10.876,3472.087,8733.286,1215.045,-23.028,166.146,3725.725,9371.259,378.829,7.628,7.019
2662,53253,29.216,34.691,39.261,12.388,282.821,156.131,163.786,168.505,3025.217,2.435,2.126,10.808,10.876,3472.087,8733.286,1215.045,-23.028,166.146,3725.725,9371.259,378.829,7.628,7.019
2663,53272,29.22,34.692,39.263,12.376,282.793,155.708,162.704,167.347,2994.106,2.437,2.126,10.805,10.873,3472.087,8733.286,1215.045,-23.028,166.146,3725.725,9371.259,378.829,7.603,6.994
2664,53292,29.22,34.692,39.263,12.376,282.793,155.708,162.704,167.347,2977.543,2.437,2.126,10.805,10.873,3471.214,8732.896,1215.097,-23.028,165.025,3725.725,9371.259,378.846,7.603,6.994
2665,53312,29.22,34.692,39.263,12.376,282.793,155.708,162.704,167.347,2969.261,2.437,2.126,10.805,10.873,3471.214,8732.896,1215.097,-23.028,165.025,3724.788,9370.841,378.854,7.603,6.994
2666,53332,29.245,34.692,39.264,12.37,282.779,155.848,162.704,167.347,2965.12,2.437,2.126,10.805,10.873,3471.214,8732.896,1215.097,-23.028,165.025,3724.788,9370.841,378.858,7.603,6.994
2667,53353,29.245,34.692,39.264,12.37,282.779,155.848,162.704,167.347,2965.12,2.437,2.126,10.805,10.873,3471.214,8732.896,1215.097,-23.028,165.025,3724.788,9370.841,378.858,7.603,6.994
2668,53373,29.245,34.692,39.264,12.37,282.779,155.848,162.704,167.347,2963.05,2.437,2.126,10.805,10.873,3471.214,8732.896,1215.097,-23.028,165.025,3724.788,9370.841,378.86,7.603,6.994
2669,53393,29.245,34.695,39.264,12.37,282.779,155.848,164.791,165.183,2966.405,2.446,2.126,10.805,10.832,3471.214,8732.896,1215.097,-23.028,165.025,3724.788,9370.841,378.861,7.764,7.1
2670,53415,29.245,34.696,39.264,12.37,282.779,155.848,164.791,165.183,2968.083,2.446,2.126,10.805,10.832,3471.376,8733.286,1215.115,-23.028,164.987,3724.788,9370.841,378.912,7.764,7.1
2671,53434,29.258,34.697,39.277,12.367,282.763,156.067,164.791,165.183,2968.922,2.446,2.126,10.805,10.832,3471.376,8733.286,1215.115,-23.028,164.987,3724.963,9371.259,378.938,7.764,7.1
